Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  Disc_Loss                Disc_Acc_Expert          Disc_Acc_Agent           Disc_Stepsize            Disc_Steps               Disc_Prob                Disc_Abs_Logit           Disc_Reward_Mean         Disc_Reward_Std          Grad_Penalty             
2000                     8.305596328841315        8216823                  0.35923449263246643      7.661032414767801        0.1328947699186031       0.8058904166085255       1.6495897151937067       1.4344385628820175       0.96714912               0.05                     2.534841760993004        2e-05                    0.427415456622839        4e-06                    0.18994140625            0.11420015               2.2538643                2.012076406767874        0.9976325757575758       0.9846117424242424       1e-05                    65945                    0.3277954910740708       0.7410793304443359       0.5358610153198242       0.4278286397457123       0.08259563012556596      
2200                     9.135489178233676        9037862                  2.2918875134953813       7.2945519740233635       0.1328947699186031       0.8058904166085255       1.6495897151937067       1.4344385628820175       0.963864948              0.05                     2.818981096148491        2e-05                    0.4321523979306221       4e-06                    0.24365234375            0.14939891               2.4005406                1.8019730539032908       0.9986979166666666       0.9834280303030303       1e-05                    72540                    0.3349348415027965       0.7071890397505327       0.5663565993309021       0.4278360605239868       0.07138208909468217      
2400                     9.96781981713242         9858737                  0.15763206042983724      10.116086647481188       0.1328947699186031       0.8058904166085255       1.6495897151937067       1.4344385628820175       0.960581464              0.05                     3.4128299355506897       2e-05                    0.4342914316803217       4e-06                    0.16552734375            -0.33947122              2.6179044                1.6214456269235322       0.9978693181818182       0.982125946969697        1e-05                    79129                    0.3348167592828924       0.7080356713497278       0.5709877014160156       0.4210861921310425       0.062262896335486206     
2600                     10.80258289469613        10679583                 0.8646802461483387       5.391219504060157        0.1328947699186031       0.8058904166085255       1.6495897151937067       1.4344385628820175       0.9572980839999999       0.05                     3.1927400380373          2e-05                    0.433337040245533        4e-06                    0.21435546875            -0.1462447               2.5306442                1.4833132425944011       0.9981060606060606       0.9818892045454546       1e-05                    85724                    0.3354545073075728       0.7047532399495443       0.5523601174354553       0.42116984724998474      0.05624875155362216      
2800                     11.678081299861272       11500466                 0.49503103095389805      6.268856939725192        0.1328947699186031       0.8058904166085255       1.6495897151937067       1.4344385628820175       0.9540145520000001       0.05000000000000001      2.984627276659012        2e-05                    0.42000072821974754      4e-06                    0.18798828125            -0.08177889              2.4642248                1.3494756294019294       0.9973958333333334       0.9829545454545454       1e-05                    92318                    0.3387915004383434       0.6885763226133405       0.5997533798217773       0.41810813546180725      0.04956251924688166      
3000                     12.526691946983338       12321445                 1.0483571667493978e-06   11.315181660762281       0.1328947699186031       0.8058904166085255       1.6495897151937067       1.4344385628820175       0.950730632              0.05                     3.3004429191350937       2e-05                    0.43100270442664623      4e-06                    0.17919921875            -0.29309767              2.5845468                1.2352598941687383       0.9984611742424242       0.9810606060606061       1e-05                    98911                    0.34165786974357837      0.6754111087683475       0.5926551222801208       0.4290705919265747       0.04399920954848781      
3200                     13.382032174666723       13142353                 5.363464372263063        9.268445054466296        0.1328947699186031       0.8058904166085255       1.6495897151937067       1.4344385628820175       0.9474469799999999       0.049999999999999996     3.3197934478521347       2e-05                    0.4310189802199602       4e-06                    0.201416015625           0.31571963               2.5764978                1.1314949266838306       0.9982244318181818       0.9855587121212122       1e-05                    105498                   0.34225348270300665      0.6703687147660689       0.6053496599197388       0.41271480917930603      0.03894170847806064      
3400                     14.219708381560114       13963363                 0.14081029661153593      6.896518257669501        0.1328947699186031       0.8058904166085255       1.6495897151937067       1.4344385628820175       0.944162996              0.05                     3.6664961874485016       2e-05                    0.41777089051902294      4e-06                    0.17919921875            -0.025280567             2.7711277                1.054220488577178        0.9972774621212122       0.986032196969697        1e-05                    112088                   0.3459232503717596       0.6533514080625592       0.6375404596328735       0.39259210228919983      0.035248514377709594     
3600                     15.087337851325671       14784407                 3.641462245758875e-15    7.374026355374446        0.1328947699186031       0.8058904166085255       1.6495897151937067       1.4344385628820175       0.9408788                0.05                     4.185479506850243        2e-05                    0.42506768368184566      4e-06                    0.162841796875           -0.07725925              2.9190264                0.9759790825121331       0.9971590909090909       0.9891098484848485       1e-05                    118675                   0.34275615576541785      0.6670873815363104       0.6440797448158264       0.3964214324951172       0.03199928095846465      
3800                     15.953148269322183       15605381                 1.3914236216308244e-05   7.992576420196427        0.1328947699186031       0.8058904166085255       1.6495897151937067       1.4344385628820175       0.937594912              0.05                     3.737387463450432        2e-05                    0.42242259345948696      4e-06                    0.233154296875           0.31389794               2.7731185                0.9085447138006036       0.9965672348484849       0.9861505681818182       1e-05                    125265                   0.3460681510694099       0.6528352101643881       0.6668601632118225       0.39394935965538025      0.028579972007057884     
